"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"1643",1643,"Guanajuato","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",31
"1644",1644,"CDMX","Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"1645",1645,"Colima","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",24
"1646",1646,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",28
"1647",1647,"Oaxaca","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"1648",1648,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores",NA,NA,12
"1649",1649,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"1650",1650,"Estado de México","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"1651",1651,"Jalisco","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",18
"1652",1652,"Jalisco","Mujeres","31 - 40","Licenciatura trunca","Auto empleo","Soltera(o)","La vida sigue con cambios menores","No","Sí",27
"1653",1653,"Estado de México","Mujeres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",10
"1654",1654,"Chihuahua","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,22
"1655",1655,"CDMX","Hombres","51 - 60","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",23
"1656",1656,"Coahuila","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"1657",1657,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",17
"1658",1658,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"1659",1659,"Veracruz","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",13
"1660",1660,"Aguascalientes","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"1661",1661,"CDMX","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",12
"1662",1662,"Veracruz","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",18
"1663",1663,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"1664",1664,"CDMX","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",25
"1665",1665,"Yucatán","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",31
"1666",1666,"Morelos","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"1667",1667,"Veracruz","Hombres","41 - 50","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",21
"1668",1668,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"1669",1669,"Puebla","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",37
"1670",1670,"Quintana Roo","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",37
"1671",1671,"Veracruz","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",31
"1672",1672,"Estado de México","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",45
"1673",1673,"CDMX","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",37
"1674",1674,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",21
"1675",1675,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",34
"1676",1676,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue sin cambios","No","No",37
"1677",1677,"Veracruz","Mujeres","31 - 40","Bachillerato ","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",16
"1678",1678,"Nuevo León","Hombres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","Sí",37
"1679",1679,"Oaxaca","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"1680",1680,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",32
"1681",1681,"Veracruz","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",28
"1682",1682,"Estado de México","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"1683",1683,"Durango","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",24
"1684",1684,"CDMX","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"1685",1685,NA,"Hombres","70 o más","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","No","No",11
"1686",1686,"Hidalgo","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",34
"1687",1687,"Puebla","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",18
"1688",1688,"Estado de México","Mujeres","31 - 40","Bachillerato ","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",24
"1689",1689,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"1690",1690,"Veracruz","Mujeres","21 - 30","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",14
"1691",1691,"Quintana Roo","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",35
"1692",1692,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"1693",1693,"Coahuila","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",32
"1694",1694,"Tamaulipas","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",24
"1695",1695,"Hidalgo","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",36
"1696",1696,"Estado de México","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",19
"1697",1697,"CDMX","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"1698",1698,"CDMX","Hombres","31 - 40","Posgrado","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1699",1699,"CDMX","Mujeres","21 - 30","Licenciatura trunca","Sin empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",40
"1700",1700,"CDMX","Mujeres","31 - 40","Licenciatura","Sin empleo","Casada(o)/en unión libre","","Sí","Sí",31
"1701",1701,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",15
"1702",1702,"Morelos","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",26
"1703",1703,"CDMX",NA,"21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",31
"1704",1704,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo parcial","Otro/prefiere no decir","En aislamiento","No","Sí",27
"1705",1705,"Estado de México","Mujeres","51 - 60","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",17
"1706",1706,"Durango","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",19
"1707",1707,"Aguascalientes","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",28
"1708",1708,"CDMX","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","No","No",16
"1709",1709,"Veracruz","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",30
"1710",1710,"Veracruz","Mujeres","21 - 30","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",41
"1711",1711,"CDMX","Hombres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"1712",1712,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1713",1713,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",35
"1714",1714,"Quintana Roo","Mujeres","31 - 40","Licenciatura trunca","Sin empleo","Soltera(o)","En aislamiento","Sí","No",33
"1715",1715,"Tamaulipas","Mujeres","31 - 40","Licenciatura","Retirado-Jubilado","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",25
"1716",1716,"Veracruz","Mujeres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"1717",1717,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",23
"1718",1718,"Michoacán","Hombres","21 - 30","Posgrado","Estudiante","Soltera(o)","La vida sigue con cambios menores","No","No",33
"1719",1719,"Puebla","Mujeres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",26
"1720",1720,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",26
"1721",1721,"Zacatecas","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"1722",1722,"Coahuila","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",37
"1723",1723,"CDMX","Mujeres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",35
"1724",1724,"Tabasco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",32
"1725",1725,"Oaxaca","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"1726",1726,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",22
"1727",1727,"CDMX","Mujeres","61 - 70","Posgrado","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",15
"1728",1728,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",18
"1729",1729,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",35
"1730",1730,"Veracruz","Mujeres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",20
"1731",1731,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",38
"1732",1732,"Veracruz","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",22
"1733",1733,"CDMX","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",14
"1734",1734,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",28
"1735",1735,"Nuevo León","Mujeres","20 o menos","Licenciatura trunca","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",32
"1736",1736,"CDMX","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",16
"1737",1737,"Nuevo León","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,29
"1738",1738,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"1739",1739,"Estado de México","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",17
"1740",1740,"CDMX","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",21
"1741",1741,"CDMX","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",32
"1742",1742,"Estado de México","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","Sí",34
"1743",1743,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",30
"1744",1744,"CDMX","Mujeres",NA,"Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores",NA,NA,31
"1745",1745,"Puebla","Mujeres","31 - 40","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",33
"1746",1746,"CDMX","Hombres","51 - 60","Licenciatura","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","No","No",27
"1747",1747,"Querétaro","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",42
"1748",1748,"Estado de México","Mujeres","31 - 40","Licenciatura trunca","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","Sí",40
"1749",1749,"CDMX","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",17
"1750",1750,"Hidalgo","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",14
"1751",1751,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"1752",1752,"Coahuila","Hombres","51 - 60","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",32
"1753",1753,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",40
"1754",1754,"Colima","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",23
"1755",1755,"CDMX","Mujeres","61 - 70","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"1756",1756,"Jalisco","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",21
"1757",1757,"Tamaulipas","Mujeres","21 - 30","Bachillerato ","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",33
"1758",1758,"CDMX","Mujeres","41 - 50","Licenciatura","","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",28
"1759",1759,"Hidalgo","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",25
"1760",1760,"Estado de México","Mujeres","21 - 30","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",37
"1761",1761,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",23
"1762",1762,"CDMX","Mujeres",NA,"Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",26
"1763",1763,"Veracruz","Mujeres","61 - 70","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",18
"1764",1764,"Coahuila","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","En aislamiento","No","No",28
"1765",1765,"CDMX","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",32
"1766",1766,"Querétaro","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"1767",1767,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"1768",1768,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",21
"1769",1769,"CDMX","Hombres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",24
"1770",1770,"Estado de México","Mujeres","31 - 40","Licenciatura","Sin empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",16
"1771",1771,"Jalisco","Mujeres","41 - 50","Bachillerato ","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",18
"1772",1772,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",43
"1773",1773,"Hidalgo","Mujeres","41 - 50","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",21
"1774",1774,"Tamaulipas","Hombres",NA,"Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",18
"1775",1775,"Coahuila","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"1776",1776,NA,"Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",25
"1777",1777,"Oaxaca","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","Sí",34
"1778",1778,"Veracruz","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"1779",1779,"Estado de México","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"1780",1780,"CDMX","Hombres","51 - 60","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",27
"1781",1781,"Estado de México","Mujeres","21 - 30","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",29
"1782",1782,"Yucatán","Mujeres","51 - 60","Posgrado","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"1783",1783,"Michoacán","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",29
"1784",1784,"Querétaro","Mujeres","41 - 50","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",24
"1785",1785,"Quintana Roo","Hombres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",24
"1786",1786,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue sin cambios","Sí","Sí",23
"1787",1787,"Coahuila",NA,"31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",28
"1788",1788,"CDMX","Mujeres","31 - 40","Licenciatura trunca","Auto empleo","Soltera(o)","En aislamiento","Sí","No",18
"1789",1789,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"1790",1790,"Coahuila","Mujeres","51 - 60","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","No","No",23
"1791",1791,"Durango","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",28
"1792",1792,"Estado de México","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","La vida sigue con cambios menores","No","Sí",23
"1793",1793,"Hidalgo","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",20
"1794",1794,"CDMX","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",16
"1795",1795,"CDMX","Mujeres","51 - 60","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","Sí",30
"1796",1796,"Veracruz","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",16
"1797",1797,"CDMX","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",24
"1798",1798,"Veracruz","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",21
"1799",1799,"Veracruz","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"1800",1800,"Sinaloa","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí",NA,29
"1801",1801,"CDMX","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","Sí","No",31
"1802",1802,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",22
"1803",1803,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1804",1804,"CDMX","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"1805",1805,"Hidalgo","Mujeres","51 - 60","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","No","No",16
"1806",1806,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",32
"1807",1807,"Veracruz","Mujeres","41 - 50","Posgrado","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",19
"1808",1808,"Hidalgo","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",25
"1809",1809,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"1810",1810,"Puebla","Hombres","21 - 30","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",31
"1811",1811,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",30
"1812",1812,"Puebla","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",34
"1813",1813,"Morelos","Mujeres","51 - 60","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",25
"1814",1814,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",23
"1815",1815,"Chihuahua","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","Sí",21
"1816",1816,"Veracruz","Mujeres","31 - 40","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"1817",1817,"Estado de México","Mujeres","61 - 70","","Retirado-Jubilado","Divorciada(o)/viuda(o)","","Sí","No",16
"1818",1818,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"1819",1819,"Querétaro","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",26
"1820",1820,"Veracruz","Hombres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"1821",1821,"Coahuila","Mujeres","61 - 70","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","No",NA,22
"1822",1822,"Coahuila","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",29
"1823",1823,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",27
"1824",1824,"CDMX","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",27
"1825",1825,"Nuevo León","Mujeres","41 - 50","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",19
"1826",1826,"CDMX","Otro/Prefiere no decir","21 - 30","Licenciatura trunca","Sin empleo","Soltera(o)","En aislamiento","Sí","No",37
"1827",1827,NA,"Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",15
"1828",1828,"CDMX","Mujeres","31 - 40","Licenciatura trunca","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"1829",1829,"CDMX","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","No",28
"1830",1830,"Veracruz","Mujeres","41 - 50","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",22
"1831",1831,"Coahuila","Mujeres","41 - 50","Licenciatura trunca","Sin empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,17
"1832",1832,"Estado de México","Hombres","51 - 60","Licenciatura","Auto empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",32
"1833",1833,"Querétaro","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",24
"1834",1834,"Veracruz","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",21
"1835",1835,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",24
"1836",1836,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",25
"1837",1837,"Veracruz","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",36
